# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
966.0000 M15 991397 3 535.0000 p43 p98 291 N p43->p38->p74->p98
1617.0000 M16 875016 15 1153.0000 p73 p0 280 N p73->p29->p77->p53->p82->p10->p13->p87->p40->p36->p64->p72->p96->p7->p69->p0
1764.0000 M26 546679 20 1007.0000 p67 p2 283 N p67->p27->p6->p54->p0->p48->p30->p33->p58->p56->p45->p20->p94->p46->p8->p86->p95->p87->p89->p4->p2
1848.0000 M24 559729 6 1150.0000 p94 p15 280 N p94->p48->p8->p20->p2->p86->p15
2029.0000 M17 790517 23 1531.0000 p53 p22 274 N p53->p24->p37->p31->p77->p10->p82->p87->p88->p64->p36->p96->p7->p69->p0->p35->p91->p68->p6->p90->p67->p66->p40->p22
2049.0000 M20 773543 6 1467.0000 p89 p36 275 N p89->p45->p43->p87->p83->p10->p36
2169.0000 M13 693107 30 1790.0000 p14 p39 270 N p14->p93->p13->p5->p15->p67->p27->p6->p54->p0->p48->p30->p33->p58->p56->p45->p20->p94->p46->p8->p86->p92->p87->p89->p4->p2->p10->p17->p75->p83->p39
2213.0000 M32 531670 24 1268.0000 p54 p37 278 N p54->p67->p6->p48->p0->p58->p30->p45->p33->p20->p94->p46->p3->p86->p92->p87->p89->p4->p2->p10->p17->p75->p26->p15->p37
2399.0000 M31 948641 6 1486.0000 p38 p49 275 N p38->p55->p9->p88->p99->p35->p49
2422.0000 M30 678625 4 1541.0000 p90 p0 274 N p90->p12->p31->p6->p0
2471.0000 M56 782957 16 794.0000 p3 p7 286 N p3->p10->p95->p75->p33->p37->p92->p89->p26->p2->p39->p17->p34->p93->p82->p15->p7
2724.0000 M11 562047 42 2404.0000 p26 p79 259 N p26->p70->p88->p85->p13->p95->p55->p27->p17->p47->p54->p78->p48->p67->p6->p58->p0->p45->p30->p20->p33->p46->p56->p86->p94->p8->p87->p3->p4->p92->p10->p89->p36->p2->p75->p83->p39->p15->p93->p34->p84->p82->p79
2836.0000 M88 607095 4 207.0000 p34 p7 296 N p34->p4->p9->p86->p7
3254.0000 M59 720977 12 1485.0000 p89 p82 275 N p89->p10->p2->p36->p17->p75->p26->p15->p37->p93->p39->p90->p82
3416.0000 M63 895682 9 1526.0000 p4 p46 274 N p4->p15->p36->p79->p81->p28->p82->p43->p7->p46
3890.0000 M28 627290 16 3072.0000 p71 p21 248 N p71->p35->p57->p52->p77->p67->p83->p12->p0->p73->p89->p56->p99->p47->p66->p39->p21
4090.0000 M39 983915 17 2936.0000 p78 p23 251 N p78->p21->p39->p56->p7->p74->p82->p63->p19->p38->p93->p42->p86->p96->p41->p47->p58->p23
4401.0000 M60 686270 23 2598.0000 p8 p10 256 N p8->p34->p63->p69->p9->p17->p11->p2->p85->p65->p62->p87->p4->p41->p78->p80->p67->p12->p52->p46->p96->p81->p42->p10
4565.0000 M123 753044 2 887.0000 p73 p71 285 N p73->p50->p71
4568.0000 M80 626408 11 2179.0000 p3 p71 263 N p3->p1->p33->p55->p77->p73->p29->p56->p53->p18->p50->p71
4578.0000 M147 664885 1 187.0000 p70 p28 296 N p70->p28
4603.0000 M34 844772 8 3596.0000 p11 p48 240 N p11->p97->p32->p30->p8->p92->p27->p6->p48
4824.0000 M33 729461 14 3848.0000 p25 p18 235 N p25->p1->p61->p55->p3->p62->p33->p80->p65->p29->p73->p50->p56->p35->p18
4897.0000 M112 822553 6 1543.0000 p46 p90 274 N p46->p11->p43->p9->p80->p8->p90
4964.0000 M53 883685 5 3378.0000 p17 p79 243 N p17->p58->p93->p46->p28->p79
5010.0000 M100 971584 6 2018.0000 p45 p30 266 N p45->p26->p69->p5->p91->p34->p30
5144.0000 M146 758878 2 783.0000 p44 p81 286 N p44->p3->p81
5255.0000 M22 854050 12 4615.0000 p15 p12 223 N p15->p14->p5->p27->p48->p58->p34->p37->p96->p99->p91->p97->p12
5405.0000 M46 636051 23 4027.0000 p4 p40 232 N p4->p30->p38->p88->p37->p8->p26->p95->p63->p74->p34->p33->p9->p17->p11->p2->p1->p76->p87->p62->p78->p36->p92->p40
5532.0000 M128 844965 5 1704.0000 p61 p59 271 N p61->p2->p62->p40->p53->p59
5573.0000 M167 798197 2 605.0000 p53 p83 289 N p53->p59->p83
5695.0000 M122 809157 12 2049.0000 p81 p60 265 N p81->p80->p9->p2->p43->p8->p90->p57->p45->p93->p59->p86->p60
5712.0000 M182 706440 4 288.0000 p54 p26 295 N p54->p71->p13->p56->p26
5854.0000 M192 803181 3 133.0000 p59 p30 297 N p59->p15->p3->p30
5865.0000 M81 660867 16 3443.0000 p93 p12 242 N p93->p7->p15->p90->p84->p19->p86->p24->p1->p39->p67->p82->p97->p96->p91->p23->p12
5918.0000 M139 908064 8 1769.0000 p91 p73 270 N p91->p54->p30->p26->p13->p71->p56->p5->p73
6095.0000 M201 902705 1 104.0000 p93 p57 298 N p93->p57
6155.0000 M135 549781 7 2126.0000 p40 p88 264 N p40->p53->p30->p83->p97->p74->p57->p88
6275.0000 M157 514049 5 1595.0000 p25 p94 273 N p25->p77->p46->p81->p34->p94
6670.0000 M173 664855 10 1518.0000 p45 p61 274 N p45->p93->p59->p86->p30->p53->p46->p7->p28->p96->p61
6761.0000 M52 891919 13 5201.0000 p41 p72 213 N p41->p53->p88->p29->p30->p18->p50->p14->p76->p16->p37->p26->p47->p72
6814.0000 M95 563385 15 3962.0000 p16 p85 233 N p16->p25->p83->p39->p89->p27->p0->p81->p95->p46->p49->p34->p94->p50->p30->p85
6989.0000 M214 678285 4 629.0000 p97 p89 289 N p97->p55->p41->p76->p89
7008.0000 M180 766653 3 1636.0000 p17 p0 272 N p17->p90->p31->p0
7146.0000 M127 837760 16 3344.0000 p9 p6 244 N p9->p80->p2->p43->p8->p45->p60->p93->p57->p74->p28->p7->p49->p61->p29->p53->p6
7158.0000 M213 837315 1 831.0000 p58 p66 286 N p58->p66
7253.0000 M166 766358 7 2313.0000 p2 p9 261 N p2->p28->p79->p60->p70->p40->p24->p9
7291.0000 M117 500166 32 3787.0000 p68 p52 236 N p68->p13->p82->p99->p58->p60->p59->p75->p57->p43->p93->p34->p69->p40->p88->p1->p39->p20->p46->p79->p25->p66->p15->p86->p49->p32->p29->p61->p9->p53->p6->p12->p52
7335.0000 M164 659543 9 2457.0000 p7 p35 259 N p7->p28->p79->p60->p70->p40->p24->p9->p6->p35
7402.0000 M220 943266 5 865.0000 p23 p49 285 N p23->p40->p19->p17->p88->p49
7513.0000 M150 781785 9 3045.0000 p6 p79 249 N p6->p48->p63->p89->p55->p67->p80->p76->p96->p79
7535.0000 M237 705144 4 495.0000 p34 p69 291 N p34->p58->p66->p33->p69
7832.0000 M246 828591 4 509.0000 p94 p32 291 N p94->p83->p30->p10->p32
7883.0000 M149 642191 15 3440.0000 p27 p69 242 N p27->p63->p48->p38->p81->p83->p29->p49->p3->p50->p58->p85->p95->p77->p61->p69
