# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
916.0000 M26 546679 2 159.0000 p31 p227 297 N p31->p107->p227
1370.0000 M27 707738 1 585.0000 p143 p137 290 N p143->p137
1448.0000 M16 875016 2 984.0000 p136 p108 283 N p136->p30->p108
2144.0000 M9 587686 8 1879.0000 p126 p104 268 N p126->p205->p74->p216->p29->p0->p202->p237->p104
2673.0000 M55 942166 1 1035.0000 p209 p235 282 N p209->p235
2827.0000 M11 562047 5 2507.0000 p155 p229 258 N p155->p248->p152->p164->p43->p229
2892.0000 M28 627290 6 2074.0000 p11 p210 265 N p11->p179->p182->p162->p190->p174->p210
3271.0000 M83 619743 2 802.0000 p111 p2 286 N p111->p216->p2
3568.0000 M10 863541 9 3277.0000 p244 p29 245 N p244->p236->p37->p243->p162->p20->p50->p210->p202->p29
3913.0000 M34 844772 2 2906.0000 p158 p198 251 N p158->p199->p198
4261.0000 M56 618175 3 2596.0000 p145 p225 256 N p145->p97->p222->p225
4346.0000 M7 612010 9 4143.0000 p225 p162 230 N p225->p5->p134->p149->p27->p188->p82->p78->p213->p162
4491.0000 M12 545086 7 4146.0000 p231 p82 230 N p231->p183->p152->p207->p99->p27->p42->p82
4829.0000 M13 693107 7 4450.0000 p26 p201 225 N p26->p24->p139->p4->p24->p179->p71->p201
5218.0000 M138 650867 1 1120.0000 p107 p89 281 N p107->p89
5222.0000 M91 920835 8 2506.0000 p196 p146 258 N p196->p124->p187->p84->p175->p124->p227->p105->p146
5439.0000 M79 884910 6 3085.0000 p106 p138 248 N p106->p242->p59->p48->p248->p64->p138
5879.0000 M17 790517 8 5381.0000 p170 p91 210 N p170->p142->p87->p135->p62->p184->p225->p184->p91
6398.0000 M182 706440 3 986.0000 p72 p155 283 N p72->p29->p8->p155
6896.0000 M30 678625 10 6015.0000 p81 p9 199 N p81->p46->p23->p166->p56->p164->p119->p132->p242->p99->p9
6958.0000 M29 639593 13 6106.0000 p196 p151 198 N p196->p105->p17->p12->p22->p96->p22->p200->p186->p54->p65->p181->p25->p151
6975.0000 M210 524864 1 741.0000 p59 p221 287 N p59->p221
7111.0000 M50 675185 9 5623.0000 p57 p236 206 N p57->p36->p93->p46->p154->p169->p198->p36->p228->p236
7158.0000 M24 559729 15 6460.0000 p94 p54 192 N p94->p127->p88->p197->p238->p217->p127->p197->p80->p167->p84->p124->p146->p41->p200->p54
7400.0000 M237 705144 1 366.0000 p154 p183 293 N p154->p183
7517.0000 M46 702628 11 6139.0000 p127 p37 197 N p127->p132->p157->p158->p206->p57->p97->p247->p33->p49->p231->p37
8318.0000 M47 940661 7 6915.0000 p245 p63 184 N p245->p38->p245->p180->p51->p70->p153->p63
8377.0000 M205 831486 6 2282.0000 p3 p157 261 N p3->p236->p27->p241->p116->p126->p157
8423.0000 M25 982211 15 7693.0000 p166 p89 171 N p166->p113->p168->p127->p43->p229->p238->p87->p43->p157->p197->p16->p31->p94->p148->p89
8608.0000 M235 503057 5 1635.0000 p96 p121 272 N p96->p166->p22->p212->p109->p121
8665.0000 M85 821486 11 6140.0000 p73 p236 197 N p73->p124->p227->p105->p146->p105->p118->p127->p170->p23->p207->p236
8709.0000 M284 971618 2 307.0000 p229 p117 294 N p229->p182->p117
9010.0000 M216 976916 6 2599.0000 p31 p95 256 N p31->p170->p94->p148->p70->p75->p95
9236.0000 M187 827135 6 3684.0000 p24 p242 238 N p24->p201->p78->p10->p66->p44->p242
9531.0000 M151 818481 7 5057.0000 p86 p146 215 N p86->p112->p51->p203->p86->p55->p86->p146
9554.0000 M185 502540 8 4059.0000 p144 p43 232 N p144->p203->p38->p95->p110->p180->p197->p148->p43
9667.0000 M239 580423 5 2569.0000 p87 p109 257 N p87->p177->p209->p41->p31->p109
9720.0000 M249 944555 1 2319.0000 p74 p182 261 N p74->p182
9970.0000 M243 857445 7 2755.0000 p172 p78 254 N p172->p42->p27->p125->p172->p210->p52->p78
10021.0000 M287 866307 4 1527.0000 p154 p183 274 N p154->p152->p235->p248->p183
10151.0000 M18 640222 12 9628.0000 p95 p6 139 N p95->p151->p75->p86->p96->p170->p167->p32->p186->p215->p16->p143->p6
10175.0000 M54 560634 17 8569.0000 p69 p213 157 N p69->p223->p53->p67->p159->p216->p219->p173->p18->p35->p18->p138->p234->p101->p167->p127->p133->p213
10585.0000 M88 607095 17 7966.0000 p121 p115 167 N p121->p133->p90->p116->p33->p177->p207->p222->p62->p145->p12->p145->p207->p44->p71->p232->p221->p115
10840.0000 M186 648681 11 5315.0000 p157 p53 211 N p157->p197->p131->p92->p131->p170->p134->p11->p4->p102->p79->p53
11039.0000 M373 605489 1 23.0000 p233 p71 299 N p233->p71
11578.0000 M240 508487 9 4446.0000 p115 p230 225 N p115->p53->p246->p50->p104->p120->p204->p111->p120->p230
11683.0000 M155 551649 15 7091.0000 p44 p198 181 N p44->p72->p52->p213->p129->p202->p229->p30->p93->p127->p133->p33->p36->p171->p158->p198
11744.0000 M164 525429 15 6877.0000 p124 p1 185 N p124->p12->p142->p55->p12->p83->p118->p127->p61->p133->p83->p145->p127->p142->p33->p1
11836.0000 M374 786262 1 787.0000 p244 p85 286 N p244->p85
12117.0000 M404 731889 1 192.0000 p18 p53 296 N p18->p53
12489.0000 M341 721375 7 2405.0000 p12 p9 259 N p12->p29->p235->p171->p36->p243->p114->p9
12551.0000 M59 720977 18 10792.0000 p56 p85 120 N p56->p164->p132->p134->p165->p198->p37->p164->p82->p185->p132->p76->p164->p28->p40->p214->p28->p171->p85
12792.0000 M245 569042 13 5509.0000 p21 p179 208 N p21->p221->p147->p162->p221->p162->p176->p141->p71->p35->p2->p141->p5->p179
12979.0000 M363 533739 3 2251.0000 p234 p114 262 N p234->p231->p36->p114
13321.0000 M108 530235 18 10100.0000 p223 p160 131 N p223->p53->p67->p230->p219->p176->p24->p104->p98->p4->p69->p193->p48->p10->p42->p5->p193->p135->p160
13877.0000 M306 716831 12 4812.0000 p71 p229 219 N p71->p139->p10->p2->p60->p10->p42->p5->p193->p135->p149->p160->p229
14734.0000 M299 574264 9 5882.0000 p143 p210 201 N p143->p182->p6->p157->p241->p30->p123->p6->p185->p210
14820.0000 M395 815148 4 3150.0000 p83 p201 247 N p83->p184->p29->p196->p201
15020.0000 M499 678111 1 313.0000 p205 p229 294 N p205->p229
