# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
1538.0000 M21 519301 2 929.0000 p84 p138 284 N p84->p189->p138
1544.0000 M22 854050 2 904.0000 p207 p144 284 N p207->p151->p144
1785.0000 M19 580040 1 1228.0000 p95 p187 279 N p95->p187
2368.0000 M39 983915 3 1214.0000 p63 p35 279 N p63->p163->p10->p35
2492.0000 M37 737538 3 1400.0000 p184 p96 276 N p184->p249->p86->p96
2634.0000 M14 720934 4 2229.0000 p201 p127 262 N p201->p152->p181->p88->p127
2751.0000 M29 639593 3 1899.0000 p196 p151 268 N p196->p244->p57->p151
2800.0000 M83 619743 1 331.0000 p111 p2 294 N p111->p2
2816.0000 M27 707738 3 2031.0000 p143 p137 266 N p143->p215->p238->p137
2838.0000 M26 546679 4 2081.0000 p31 p227 265 N p31->p63->p163->p11->p227
2851.0000 M79 884910 1 497.0000 p106 p138 291 N p106->p138
3053.0000 M17 790517 4 2555.0000 p170 p91 257 N p170->p129->p215->p74->p91
3077.0000 M38 698725 5 1956.0000 p198 p52 267 N p198->p76->p30->p240->p81->p52
3091.0000 M30 678625 4 2210.0000 p81 p9 263 N p81->p178->p113->p172->p9
3211.0000 M24 559729 4 2513.0000 p94 p54 258 N p94->p118->p232->p77->p54
3233.0000 M52 641881 2 1691.0000 p9 p196 271 N p9->p147->p196
3261.0000 M84 745447 2 767.0000 p4 p83 287 N p4->p189->p83
3739.0000 M95 563385 2 897.0000 p241 p55 285 N p241->p27->p55
3810.0000 M67 922010 1 1820.0000 p140 p215 269 N p140->p215
4037.0000 M53 784336 3 2463.0000 p55 p209 258 N p55->p164->p34->p209
4053.0000 M102 825032 2 1007.0000 p88 p16 283 N p88->p44->p16
4206.0000 M136 846612 3 166.0000 p120 p37 297 N p120->p225->p73->p37
4413.0000 M112 952005 2 1069.0000 p199 p88 282 N p199->p212->p88
4599.0000 M33 729461 2 3623.0000 p157 p240 239 N p157->p211->p240
4654.0000 M41 838158 3 3438.0000 p141 p208 242 N p141->p156->p193->p208
5202.0000 M121 987656 1 1594.0000 p103 p238 273 N p103->p238
5312.0000 M130 856906 3 1447.0000 p153 p138 275 N p153->p57->p20->p138
5567.0000 M13 693107 7 5188.0000 p26 p201 213 N p26->p194->p213->p181->p116->p99->p14->p201
5755.0000 M57 905197 2 4057.0000 p84 p10 232 N p84->p124->p10
6043.0000 M187 827135 2 491.0000 p24 p242 291 N p24->p66->p242
6201.0000 M114 785174 3 2800.0000 p114 p223 253 N p114->p81->p11->p223
6218.0000 M65 628836 2 4282.0000 p108 p152 228 N p108->p169->p152
6398.0000 M215 782491 1 12.0000 p63 p242 299 N p63->p242
6441.0000 M131 516636 2 2543.0000 p118 p120 257 N p118->p195->p120
6444.0000 M111 674532 2 3133.0000 p118 p120 247 N p118->p195->p120
6613.0000 M126 898385 3 2855.0000 p34 p148 252 N p34->p203->p119->p148
6797.0000 M167 558919 2 1842.0000 p197 p173 269 N p197->p72->p173
7028.0000 M134 934226 2 3045.0000 p240 p49 249 N p240->p159->p49
7113.0000 M182 706440 2 1701.0000 p72 p155 271 N p72->p199->p155
7228.0000 M199 567634 2 1307.0000 p72 p109 278 N p72->p173->p109
7256.0000 M175 750628 3 2052.0000 p220 p187 265 N p220->p103->p119->p187
7274.0000 M160 876289 5 2525.0000 p127 p187 257 N p127->p25->p148->p119->p103->p187
7556.0000 M156 714999 2 2930.0000 p208 p237 251 N p208->p52->p237
7583.0000 M45 506581 3 6238.0000 p138 p26 196 N p138->p10->p144->p26
7697.0000 M152 744252 2 3196.0000 p22 p236 246 N p22->p57->p236
7700.0000 M50 675185 1 6212.0000 p57 p236 196 N p57->p236
7823.0000 M77 598670 2 5533.0000 p177 p202 207 N p177->p103->p202
7882.0000 M180 766653 2 2522.0000 p161 p219 257 N p161->p249->p219
7910.0000 M103 602605 2 4837.0000 p54 p26 219 N p54->p195->p26
8025.0000 M48 605393 2 6590.0000 p29 p112 190 N p29->p229->p112
8166.0000 M157 589989 2 3508.0000 p2 p43 241 N p2->p5->p43
8228.0000 M257 731000 1 588.0000 p70 p117 290 N p70->p117
8229.0000 M10 863541 2 7938.0000 p244 p29 167 N p244->p210->p29
8318.0000 M18 640222 2 7795.0000 p95 p6 170 N p95->p148->p6
8343.0000 M230 918174 2 1516.0000 p184 p220 274 N p184->p78->p220
8415.0000 M165 591118 1 3520.0000 p24 p168 241 N p24->p168
8522.0000 M25 982211 2 7792.0000 p166 p89 170 N p166->p131->p89
8532.0000 M70 766484 2 6449.0000 p146 p24 192 N p146->p52->p24
8710.0000 M15 991397 2 8279.0000 p226 p137 162 N p226->p110->p137
8823.0000 M104 930082 1 5717.0000 p14 p247 204 N p14->p247
8842.0000 M93 592981 3 6061.0000 p74 p8 198 N p74->p141->p198->p8
8944.0000 M108 530235 2 5723.0000 p223 p160 204 N p223->p218->p160
9046.0000 M110 839088 2 5766.0000 p89 p76 203 N p89->p168->p76
9072.0000 M100 971584 6 6090.0000 p9 p135 198 N p9->p74->p194->p183->p159->p226->p135
9218.0000 M286 824783 2 755.0000 p52 p65 287 N p52->p76->p65
9230.0000 M154 892167 2 4664.0000 p4 p142 222 N p4->p53->p142
9447.0000 M63 895682 3 7567.0000 p76 p127 173 N p76->p220->p52->p127
